"SpeciesGroup","SpeciesName","OperationYear","AreaName","SpeciesCode","CompanyCount_taxID","TotalNetWeight","TotalWholesaleValue","WholesalePricePerlb"
"crab"," Tanner, bairdi",2007,"Juneau/Yakutat",931,3,"320704"," 1604763 "," 5.00 "
"crab"," golden (brown) king",2007,"Juneau/Yakutat",923,3,"278306"," 1720173 "," 6.18 "
"halibut"," Pacific",2007,"Juneau/Yakutat",200,13,"4481350"," 26976757 "," 6.02 "
"lingcod","",2007,"Juneau/Yakutat",130,7,"62572"," 140975 "," 2.25 "
"rockfish"," black",2007,"Juneau/Yakutat",142,5,"4457"," 4532 "," 1.02 "
"rockfish"," canary",2007,"Juneau/Yakutat",146,3,"95"," 152 "," 1.60 "
"rockfish"," dusky",2007,"Juneau/Yakutat",154,3,"733"," 276 "," 0.38 "
"rockfish"," quillback",2007,"Juneau/Yakutat",147,4,"1297"," 1912 "," 1.47 "
"rockfish"," redbanded",2007,"Juneau/Yakutat",153,3,"4879"," 5215 "," 1.07 "
"rockfish"," rougheye",2007,"Juneau/Yakutat",151,5,"37358"," 42630 "," 1.14 "
"rockfish"," thornyhead (idiots)",2007,"Juneau/Yakutat",143,4,"36337"," 84972 "," 2.34 "
"rockfish"," yelloweye (red snapper)",2007,"Juneau/Yakutat",145,7,"66382"," 112182 "," 1.69 "
"sablefish (blackcod)","",2007,"Juneau/Yakutat",710,6,"2290021"," 10835108 "," 4.73 "
"salmon"," chinook",2007,"Juneau/Yakutat",410,28,"453498"," 2787084 "," 6.15 "
"salmon"," chum",2007,"Juneau/Yakutat",450,23,"14537540"," 14705020 "," 1.01 "
"salmon"," coho",2007,"Juneau/Yakutat",430,35,"2699863"," 8213020 "," 3.04 "
"salmon"," pink",2007,"Juneau/Yakutat",440,16,"8966624"," 11799473 "," 1.32 "
"salmon"," sockeye",2007,"Juneau/Yakutat",420,32,"2847440"," 7340152 "," 2.58 "
"shrimp"," spot",2007,"Juneau/Yakutat",965,12,"43219"," 258866 "," 5.99 "
"clam"," Pacific geoduck",2007,"Ketchikan/Craig",815,9,"801956"," 3750188 "," 4.68 "
"cod"," Pacific (gray)",2007,"Ketchikan/Craig",110,3,"8247"," 24438 "," 2.96 "
"crab"," Dungeness",2007,"Ketchikan/Craig",910,3,"8978"," 27968 "," 3.12 "
"halibut"," Pacific",2007,"Ketchikan/Craig",200,6,"635064"," 3828295 "," 6.03 "
"herring"," Pacific",2007,"Ketchikan/Craig",230,4,"4574457"," 3888411 "," 0.85 "
"lingcod","",2007,"Ketchikan/Craig",130,5,"8017"," 20913 "," 2.61 "
"rockfish"," black",2007,"Ketchikan/Craig",142,3,"370"," 234 "," 0.63 "
"rockfish"," quillback",2007,"Ketchikan/Craig",147,4,"2381"," 4784 "," 2.01 "
"rockfish"," redbanded",2007,"Ketchikan/Craig",153,3,"3609"," 10283 "," 2.85 "
"rockfish"," rougheye",2007,"Ketchikan/Craig",151,3,"8952"," 26904 "," 3.01 "
"rockfish"," shortraker",2007,"Ketchikan/Craig",152,4,"6515"," 17480 "," 2.68 "
"rockfish"," silvergray",2007,"Ketchikan/Craig",157,3,"916"," 2489 "," 2.72 "
"rockfish"," thornyhead (idiots)",2007,"Ketchikan/Craig",143,4,"10575"," 41921 "," 3.96 "
"rockfish"," yelloweye (red snapper)",2007,"Ketchikan/Craig",145,6,"21311"," 61415 "," 2.88 "
"sablefish (blackcod)","",2007,"Ketchikan/Craig",710,3,"374036"," 1814654 "," 4.85 "
"salmon"," chinook",2007,"Ketchikan/Craig",410,27,"1309781"," 5369021 "," 4.10 "
"salmon"," chum",2007,"Ketchikan/Craig",450,19,"15179456"," 23437917 "," 1.54 "
"salmon"," coho",2007,"Ketchikan/Craig",430,29,"2807694"," 7337833 "," 2.61 "
"salmon"," pink",2007,"Ketchikan/Craig",440,16,"50015282"," 57635795 "," 1.15 "
"salmon"," sockeye",2007,"Ketchikan/Craig",420,19,"3624720"," 10234139 "," 2.82 "
"shrimp"," coonstriped",2007,"Ketchikan/Craig",964,7,"2023"," 7762 "," 3.84 "
"shrimp"," spot",2007,"Ketchikan/Craig",965,21,"263885"," 1239703 "," 4.70 "
"cod"," Pacific (gray)",2007,"Kodiak",110,10,"25990016"," 48445072 "," 1.86 "
"crab"," Dungeness",2007,"Kodiak",910,4,"377377"," 1663375 "," 4.41 "
"crab"," Tanner, bairdi",2007,"Kodiak",931,5,"503767"," 2089682 "," 4.15 "
"crab"," red king",2007,"Kodiak",921,3,"605404"," 4717165 "," 7.79 "
"flounder"," arrowtooth",2007,"Kodiak",121,7,"9847852"," 4525353 "," 0.46 "
"flounder"," starry",2007,"Kodiak",129,4,"64711"," 72374 "," 1.12 "
"halibut"," Pacific",2007,"Kodiak",200,14,"8195587"," 43436384 "," 5.30 "
"herring"," Pacific",2007,"Kodiak",230,5,"5072009"," 2752720 "," 0.54 "
"lingcod","",2007,"Kodiak",130,7,"41684"," 71905 "," 1.73 "
"octopus"," North Pacific",2007,"Kodiak",870,8,"216432"," 286193 "," 1.32 "
"perch"," Pacific ocean",2007,"Kodiak",141,9,"3464197"," 3367674 "," 0.97 "
"pollock"," walleye",2007,"Kodiak",270,9,"29126605"," 27013353 "," 0.93 "
"rockfish"," black",2007,"Kodiak",142,7,"1430158"," 3863889 "," 2.70 "
"rockfish"," dusky",2007,"Kodiak",154,5,"1162841"," 1988827 "," 1.71 "
"rockfish"," northern",2007,"Kodiak",136,7,"1558946"," 1352444 "," 0.87 "
"rockfish"," rougheye",2007,"Kodiak",151,6,"40143"," 42614 "," 1.06 "
"rockfish"," shortraker",2007,"Kodiak",152,4,"20270"," 37614 "," 1.86 "
"rockfish"," thornyhead (idiots)",2007,"Kodiak",143,8,"80301"," 133122 "," 1.66 "
"rockfish"," yelloweye (red snapper)",2007,"Kodiak",145,6,"2946"," 6047 "," 2.05 "
"sablefish (blackcod)","",2007,"Kodiak",710,10,"2886111"," 13194005 "," 4.57 "
"salmon"," chinook",2007,"Kodiak",410,8,"232988"," 222918 "," 0.96 "
"salmon"," chum",2007,"Kodiak",450,11,"3989715"," 5322471 "," 1.33 "
"salmon"," coho",2007,"Kodiak",430,18,"1734753"," 3104646 "," 1.79 "
"salmon"," pink",2007,"Kodiak",440,10,"60661629"," 74496772 "," 1.23 "
"salmon"," sockeye",2007,"Kodiak",420,15,"10259131"," 31208442 "," 3.04 "
"scallop"," weathervane",2007,"Kodiak",850,3,"94520"," 612694 "," 6.48 "
"skate"," general",2007,"Kodiak",700,4,"535896"," 1228538 "," 2.29 "
"skate"," longnose",2007,"Kodiak",701,6,"402493"," 599555 "," 1.49 "
"sole"," Dover",2007,"Kodiak",124,6,"79341"," 47361 "," 0.60 "
"sole"," butter",2007,"Kodiak",126,5,"548879"," 256971 "," 0.47 "
"sole"," flathead",2007,"Kodiak",122,8,"4824334"," 5535539 "," 1.15 "
"sole"," rex",2007,"Kodiak",125,7,"1233893"," 1541319 "," 1.25 "
"sole"," rock",2007,"Kodiak",123,9,"5475237"," 4067788 "," 0.74 "
"squid"," majestic",2007,"Kodiak",875,5,"144511"," 52909 "," 0.37 "
"cod"," Pacific (gray)",2007,"Petersburg/Wrangell",110,4,"74797"," 110342 "," 1.48 "
"crab"," Dungeness",2007,"Petersburg/Wrangell",910,4,"2442216"," 12928573 "," 5.29 "
"halibut"," Pacific",2007,"Petersburg/Wrangell",200,5,"3529538"," 17747016 "," 5.03 "
"lingcod","",2007,"Petersburg/Wrangell",130,4,"3217"," 3354 "," 1.04 "
"rockfish"," quillback",2007,"Petersburg/Wrangell",147,4,"1538"," 1365 "," 0.89 "
"rockfish"," redbanded",2007,"Petersburg/Wrangell",153,4,"5173"," 6004 "," 1.16 "
"rockfish"," rougheye",2007,"Petersburg/Wrangell",151,5,"23443"," 32000 "," 1.36 "
"rockfish"," shortraker",2007,"Petersburg/Wrangell",152,4,"24812"," 18587 "," 0.75 "
"rockfish"," thornyhead (idiots)",2007,"Petersburg/Wrangell",143,5,"42581"," 108446 "," 2.55 "
"rockfish"," yelloweye (red snapper)",2007,"Petersburg/Wrangell",145,5,"49855"," 92548 "," 1.86 "
"sablefish (blackcod)","",2007,"Petersburg/Wrangell",710,3,"1315897"," 6425557 "," 4.88 "
"salmon"," chinook",2007,"Petersburg/Wrangell",410,27,"760429"," 3213396 "," 4.23 "
"salmon"," chum",2007,"Petersburg/Wrangell",450,16,"11652785"," 17698976 "," 1.52 "
"salmon"," coho",2007,"Petersburg/Wrangell",430,22,"1061876"," 2567862 "," 2.42 "
"salmon"," pink",2007,"Petersburg/Wrangell",440,9,"29849502"," 35907677 "," 1.20 "
"salmon"," sockeye",2007,"Petersburg/Wrangell",420,18,"2698843"," 7156911 "," 2.65 "
"shrimp"," coonstriped",2007,"Petersburg/Wrangell",964,5,"8348"," 33467 "," 4.01 "
"shrimp"," sidestriped",2007,"Petersburg/Wrangell",962,3,"9264"," 29282 "," 3.16 "
"shrimp"," spot",2007,"Petersburg/Wrangell",965,16,"103546"," 419434 "," 4.05 "
"cod"," Pacific (gray)",2007,"Prince William Sound",110,6,"36507"," 70618 "," 1.93 "
"halibut"," Pacific",2007,"Prince William Sound",200,8,"1948652"," 11751174 "," 6.03 "
"lingcod","",2007,"Prince William Sound",130,4,"6163"," 18708 "," 3.04 "
"rockfish"," rougheye",2007,"Prince William Sound",151,6,"35855"," 69754 "," 1.95 "
"rockfish"," shortraker",2007,"Prince William Sound",152,4,"769"," 2657 "," 3.45 "
"rockfish"," thornyhead (idiots)",2007,"Prince William Sound",143,3,"6693"," 13254 "," 1.98 "
"rockfish"," yelloweye (red snapper)",2007,"Prince William Sound",145,5,"15497"," 28305 "," 1.83 "
"sablefish (blackcod)","",2007,"Prince William Sound",710,6,"1044910"," 4840432 "," 4.63 "
"salmon"," chinook",2007,"Prince William Sound",410,29,"664624"," 5253188 "," 7.90 "
"salmon"," chum",2007,"Prince William Sound",450,12,"13547253"," 20893389 "," 1.54 "
"salmon"," coho",2007,"Prince William Sound",430,20,"1982542"," 5335188 "," 2.69 "
"salmon"," pink",2007,"Prince William Sound",440,12,"81408774"," 112730453 "," 1.38 "
"salmon"," sockeye",2007,"Prince William Sound",420,33,"13989979"," 52135690 "," 3.73 "
"clam"," Pacific geoduck",2007,"Sitka/Pelican",815,5,"15824"," 91071 "," 5.76 "
"cod"," Pacific (gray)",2007,"Sitka/Pelican",110,4,"56027"," 171508 "," 3.06 "
"halibut"," Pacific",2007,"Sitka/Pelican",200,6,"3251448"," 19872316 "," 6.11 "
"herring"," Pacific",2007,"Sitka/Pelican",230,5,"11186962"," 5375612 "," 0.48 "
"lingcod","",2007,"Sitka/Pelican",130,17,"122423"," 326226 "," 2.66 "
"rockfish"," black",2007,"Sitka/Pelican",142,4,"28799"," 70115 "," 2.43 "
"rockfish"," dusky",2007,"Sitka/Pelican",154,3,"609"," 1562 "," 2.56 "
"rockfish"," quillback",2007,"Sitka/Pelican",147,4,"2487"," 5029 "," 2.02 "
"rockfish"," redbanded",2007,"Sitka/Pelican",153,5,"9441"," 18858 "," 2.00 "
"rockfish"," rougheye",2007,"Sitka/Pelican",151,3,"11933"," 30958 "," 2.59 "
"rockfish"," shortraker",2007,"Sitka/Pelican",152,4,"42402"," 95421 "," 2.25 "
"rockfish"," thornyhead (idiots)",2007,"Sitka/Pelican",143,4,"65143"," 207301 "," 3.18 "
"rockfish"," yelloweye (red snapper)",2007,"Sitka/Pelican",145,5,"196698"," 546809 "," 2.78 "
"rockfish"," yellowtail",2007,"Sitka/Pelican",155,3,"649"," 1590 "," 2.45 "
"sablefish (blackcod)","",2007,"Sitka/Pelican",710,5,"3196473"," 16013787 "," 5.01 "
"salmon"," chinook",2007,"Sitka/Pelican",410,49,"1948566"," 12106211 "," 6.21 "
"salmon"," chum",2007,"Sitka/Pelican",450,20,"9900430"," 14347476 "," 1.45 "
"salmon"," coho",2007,"Sitka/Pelican",430,53,"3213248"," 10802223 "," 3.36 "
"salmon"," pink",2007,"Sitka/Pelican",440,7,"18611603"," 18758248 "," 1.01 "
"salmon"," sockeye",2007,"Sitka/Pelican",420,25,"401350"," 775953 "," 1.93 "
"shrimp"," coonstriped",2007,"Sitka/Pelican",964,3,"1200"," 9857 "," 8.21 "
"shrimp"," spot",2007,"Sitka/Pelican",965,7,"21001"," 179015 "," 8.52 "
"salmon"," chinook",2007,"Yukon",410,10,"328314"," 2152461 "," 6.56 "
"salmon"," chum",2007,"Yukon",450,11,"1012671"," 876131 "," 0.87 "
"salmon"," coho",2007,"Yukon",430,8,"275964"," 240067 "," 0.87 "
"cod"," Pacific (gray)",2008,"Adak/West Aleutians",110,12,"22063564"," 43213275 "," 1.96 "
"halibut"," Pacific",2008,"Adak/West Aleutians",200,4,"805630"," 3581771 "," 4.45 "
"octopus"," North Pacific",2008,"Adak/West Aleutians",870,3,"11104"," 7185 "," 0.65 "
"pollock"," walleye",2008,"Adak/West Aleutians",270,5,"663986"," 596300 "," 0.90 "
"rockfish"," thornyhead (idiots)",2008,"Adak/West Aleutians",143,3,"51732"," 191889 "," 3.71 "
"sablefish (blackcod)","",2008,"Adak/West Aleutians",710,8,"669462"," 3827530 "," 5.72 "
"skate"," general",2008,"Adak/West Aleutians",700,4,"25626"," 23651 "," 0.92 "
"turbot"," Greenland",2008,"Adak/West Aleutians",134,3,"43731"," 62306 "," 1.42 "
"cod"," Pacific (gray)",2008,"Alaska Peninsula",110,4,"19625687"," 39923534 "," 2.03 "
"halibut"," Pacific",2008,"Alaska Peninsula",200,3,"2953981"," 22100003 "," 7.48 "
"salmon"," chinook",2008,"Alaska Peninsula",410,8,"96290"," 301998 "," 3.14 "
"salmon"," chum",2008,"Alaska Peninsula",450,7,"3627159"," 5341111 "," 1.47 "
"salmon"," coho",2008,"Alaska Peninsula",430,6,"1905740"," 5117330 "," 2.69 "
"salmon"," pink",2008,"Alaska Peninsula",440,5,"21151676"," 36040938 "," 1.70 "
"salmon"," sockeye",2008,"Alaska Peninsula",420,9,"19010915"," 49874454 "," 2.62 "
"crab"," Tanner, bairdi",2008,"Bering Sea",931,3,"101220"," 428139 "," 4.23 "
"crab"," Tanner, snow (opilio)",2008,"Bering Sea",932,6,"8465110"," 34915722 "," 4.12 "
"halibut"," Pacific",2008,"Bristol Bay",200,3,"20772"," 120438 "," 5.80 "
"herring"," Pacific",2008,"Bristol Bay",230,6,"32788838"," 18220797 "," 0.56 "
"salmon"," chinook",2008,"Bristol Bay",410,24,"332691"," 1195077 "," 3.59 "
"salmon"," chum",2008,"Bristol Bay",450,18,"5676100"," 9388032 "," 1.65 "
"salmon"," coho",2008,"Bristol Bay",430,19,"586834"," 1189107 "," 2.03 "
"salmon"," pink",2008,"Bristol Bay",440,9,"660110"," 806163 "," 1.22 "
"salmon"," sockeye",2008,"Bristol Bay",420,29,"99150416"," 267690348 "," 2.70 "
"cod"," Pacific (gray)",2008,"Cook Inlet",110,10,"2256974"," 6355596 "," 2.82 "
"halibut"," Pacific",2008,"Cook Inlet",200,17,"13532867"," 70252955 "," 5.19 "
"lingcod","",2008,"Cook Inlet",130,6,"14638"," 22952 "," 1.57 "
"octopus"," North Pacific",2008,"Cook Inlet",870,3,"6692"," 5666 "," 0.85 "
"rockfish"," black",2008,"Cook Inlet",142,4,"21693"," 55894 "," 2.58 "
"rockfish"," quillback",2008,"Cook Inlet",147,4,"601"," 831 "," 1.38 "
"rockfish"," redbanded",2008,"Cook Inlet",153,7,"4506"," 2589 "," 0.57 "
"rockfish"," rougheye",2008,"Cook Inlet",151,9,"28364"," 43862 "," 1.55 "
"rockfish"," shortraker",2008,"Cook Inlet",152,7,"113050"," 82555 "," 0.73 "
"rockfish"," silvergray",2008,"Cook Inlet",157,4,"69"," 101 "," 1.48 "
"rockfish"," thornyhead (idiots)",2008,"Cook Inlet",143,7,"146282"," 206291 "," 1.41 "
"rockfish"," yelloweye (red snapper)",2008,"Cook Inlet",145,10,"77877"," 133969 "," 1.72 "
"sablefish (blackcod)","",2008,"Cook Inlet",710,8,"5248234"," 26698672 "," 5.09 "
"salmon"," chinook",2008,"Cook Inlet",410,42,"276676"," 1877284 "," 6.79 "
"salmon"," chum",2008,"Cook Inlet",450,21,"5799755"," 12799683 "," 2.21 "
"salmon"," coho",2008,"Cook Inlet",430,36,"1595214"," 4430431 "," 2.78 "
"salmon"," pink",2008,"Cook Inlet",440,15,"15982100"," 31776504 "," 1.99 "
"salmon"," sockeye",2008,"Cook Inlet",420,37,"12678383"," 36063520 "," 2.84 "
"cod"," Pacific (gray)",2008,"Dutch Harbor",110,7,"39968738"," 66378316 "," 1.66 "
"crab"," Tanner, bairdi",2008,"Dutch Harbor",931,6,"1282290"," 5561142 "," 4.34 "
"crab"," Tanner, snow (opilio)",2008,"Dutch Harbor",932,8,"16520579"," 66951534 "," 4.05 "
"crab"," golden (brown) king",2008,"Dutch Harbor",923,4,"2111369"," 14373183 "," 6.81 "
"crab"," red king",2008,"Dutch Harbor",921,8,"9917129"," 97735406 "," 9.86 "
"halibut"," Pacific",2008,"Dutch Harbor",200,5,"3284397"," 15551376 "," 4.73 "
"herring"," Pacific",2008,"Dutch Harbor",230,3,"4155843"," 1341775 "," 0.32 "
"perch"," Pacific ocean",2008,"Dutch Harbor",141,3,"315864"," 152693 "," 0.48 "
"pollock"," walleye",2008,"Dutch Harbor",270,5,"334581986"," 520117233 "," 1.55 "
"sablefish (blackcod)","",2008,"Dutch Harbor",710,3,"1828207"," 10310437 "," 5.64 "
"salmon"," chum",2008,"Dutch Harbor",450,3,"9984"," 2724 "," 0.27 "
"sole"," flathead",2008,"Dutch Harbor",122,3,"915495"," 300260 "," 0.33 "
"squid"," majestic",2008,"Dutch Harbor",875,3,"827432"," 272663 "," 0.33 "
"cod"," Pacific (gray)",2008,"EEZ",110,49,"116093795"," 220261054 "," 1.90 "
"crab"," Tanner, snow (opilio)",2008,"EEZ",932,4,"3277904"," 13278034 "," 4.05 "
"flounder"," Alaska plaice",2008,"EEZ",133,16,"6912228"," 3004843 "," 0.43 "
"flounder"," arrowtooth",2008,"EEZ",121,28,"20656288"," 14321038 "," 0.69 "
"flounder"," starry",2008,"EEZ",129,5,"137097"," 41279 "," 0.30 "
"greenling"," Atka mackerel",2008,"EEZ",193,10,"58782931"," 46517433 "," 0.79 "
"halibut"," Pacific",2008,"EEZ",200,3,"65801"," 277726 "," 4.22 "
"lingcod","",2008,"EEZ",130,3,"1192"," 630 "," 0.53 "
"perch"," Pacific ocean",2008,"EEZ",141,16,"22279821"," 20968268 "," 0.94 "
"pollock"," walleye",2008,"EEZ",270,49,"422046310"," 772476211 "," 1.83 "
"prowfish","",2008,"EEZ",215,8,"484966"," 425841 "," 0.88 "
"rockfish"," dusky",2008,"EEZ",172,6,"1951263"," 1386943 "," 0.71 "
"rockfish"," northern",2008,"EEZ",136,7,"3729333"," 2609743 "," 0.70 "
"rockfish"," rougheye",2008,"EEZ",151,15,"198416"," 250873 "," 1.26 "
"rockfish"," shortraker",2008,"EEZ",152,21,"322549"," 660196 "," 2.05 "
"rockfish"," thornyhead (idiots)",2008,"EEZ",143,22,"994546"," 1730195 "," 1.74 "
"rockfish"," yelloweye (red snapper)",2008,"EEZ",145,5,"18661"," 14959 "," 0.80 "
"sablefish (blackcod)","",2008,"EEZ",710,25,"2417041"," 12466115 "," 5.16 "
"salmon"," chinook",2008,"EEZ",410,12,"54611"," 275261 "," 5.04 "
"salmon"," coho",2008,"EEZ",430,8,"155056"," 296792 "," 1.91 "
"sardine"," Pacific (pilchard)",2008,"EEZ",170,6,"346345"," 278759 "," 0.80 "
"scallop"," weathervane",2008,"EEZ",850,3,"94183"," 668523 "," 7.10 "
"skate"," big",2008,"EEZ",702,3,"58626"," 155136 "," 2.65 "
"skate"," general",2008,"EEZ",700,37,"2547119"," 2171734 "," 0.85 "
"skate"," longnose",2008,"EEZ",701,3,"38509"," 98098 "," 2.55 "
"sole"," butter",2008,"EEZ",126,8,"224390"," 85165 "," 0.38 "
"sole"," flathead",2008,"EEZ",122,20,"21427185"," 17107242 "," 0.80 "
"sole"," rex",2008,"EEZ",125,17,"5432573"," 5722535 "," 1.05 "
"sole"," rock",2008,"EEZ",123,22,"47319069"," 37281222 "," 0.79 "
"sole"," yellowfin",2008,"EEZ",127,22,"149205741"," 92888518 "," 0.62 "
"turbot"," Greenland",2008,"EEZ",134,20,"3415980"," 5073964 "," 1.49 "
"cod"," Pacific (gray)",2008,"Juneau/Yakutat",110,7,"92573"," 335338 "," 3.62 "
"crab"," Dungeness",2008,"Juneau/Yakutat",910,8,"484375"," 1735957 "," 3.58 "
"crab"," Tanner, bairdi",2008,"Juneau/Yakutat",931,3,"225166"," 1176823 "," 5.23 "
"crab"," golden (brown) king",2008,"Juneau/Yakutat",923,4,"365359"," 2331942 "," 6.38 "
"halibut"," Pacific",2008,"Juneau/Yakutat",200,11,"3933127"," 24210458 "," 6.16 "
"lingcod","",2008,"Juneau/Yakutat",130,6,"57984"," 154172 "," 2.66 "
"rockfish"," black",2008,"Juneau/Yakutat",142,3,"7308"," 4744 "," 0.65 "
"rockfish"," quillback",2008,"Juneau/Yakutat",147,4,"1883"," 2822 "," 1.50 "
"rockfish"," redbanded",2008,"Juneau/Yakutat",153,4,"5320"," 6120 "," 1.15 "
"rockfish"," rougheye",2008,"Juneau/Yakutat",151,6,"43648"," 53184 "," 1.22 "
"rockfish"," thornyhead (idiots)",2008,"Juneau/Yakutat",143,6,"39074"," 119633 "," 3.06 "
"rockfish"," yelloweye (red snapper)",2008,"Juneau/Yakutat",145,6,"63147"," 168169 "," 2.66 "
"sablefish (blackcod)","",2008,"Juneau/Yakutat",710,6,"2530963"," 13591479 "," 5.37 "
"salmon"," chinook",2008,"Juneau/Yakutat",410,30,"359786"," 3022530 "," 8.40 "
"salmon"," chum",2008,"Juneau/Yakutat",450,28,"18204568"," 39102257 "," 2.15 "
"salmon"," coho",2008,"Juneau/Yakutat",430,29,"4278815"," 15228125 "," 3.56 "
"salmon"," pink",2008,"Juneau/Yakutat",440,11,"1518758"," 2598175 "," 1.71 "
"salmon"," sockeye",2008,"Juneau/Yakutat",420,26,"849926"," 3219513 "," 3.79 "
"scallop"," weathervane",2008,"Juneau/Yakutat",850,4,"193805"," 1172137 "," 6.05 "
"shrimp"," spot",2008,"Juneau/Yakutat",965,5,"25521"," 123024 "," 4.82 "
"clam"," Pacific geoduck",2008,"Ketchikan/Craig",815,7,"635781"," 3256510 "," 5.12 "
"cod"," Pacific (gray)",2008,"Ketchikan/Craig",110,3,"1559"," 4114 "," 2.64 "
"halibut"," Pacific",2008,"Ketchikan/Craig",200,5,"712566"," 4298970 "," 6.03 "
"herring"," Pacific",2008,"Ketchikan/Craig",230,5,"6685926"," 4201536 "," 0.63 "
"lingcod","",2008,"Ketchikan/Craig",130,4,"6523"," 16654 "," 2.55 "
"rockfish"," quillback",2008,"Ketchikan/Craig",147,5,"2164"," 5933 "," 2.74 "
"rockfish"," shortraker",2008,"Ketchikan/Craig",152,3,"12506"," 36198 "," 2.89 "
"rockfish"," thornyhead (idiots)",2008,"Ketchikan/Craig",143,4,"13669"," 52980 "," 3.88 "
"rockfish"," yelloweye (red snapper)",2008,"Ketchikan/Craig",145,5,"48676"," 114571 "," 2.35 "
"sablefish (blackcod)","",2008,"Ketchikan/Craig",710,3,"413854"," 2409786 "," 5.82 "
"salmon"," chinook",2008,"Ketchikan/Craig",410,19,"627950"," 2991689 "," 4.76 "
"salmon"," chum",2008,"Ketchikan/Craig",450,15,"9980398"," 20134228 "," 2.02 "
"salmon"," coho",2008,"Ketchikan/Craig",430,24,"4507985"," 14084107 "," 3.12 "
"salmon"," pink",2008,"Ketchikan/Craig",440,10,"11101434"," 19281144 "," 1.74 "
"salmon"," sockeye",2008,"Ketchikan/Craig",420,16,"567991"," 2919210 "," 5.14 "
"shrimp"," coonstriped",2008,"Ketchikan/Craig",964,4,"1225"," 6683 "," 5.46 "
"shrimp"," spot",2008,"Ketchikan/Craig",965,20,"311527"," 1261527 "," 4.05 "
"cod"," Pacific (gray)",2008,"Kodiak",110,8,"28827803"," 53411320 "," 1.85 "
"crab"," Dungeness",2008,"Kodiak",910,3,"615999"," 3198480 "," 5.19 "
"crab"," Tanner, bairdi",2008,"Kodiak",931,5,"280487"," 1352494 "," 4.82 "
"crab"," Tanner, snow (opilio)",2008,"Kodiak",932,3,"309205"," 1278866 "," 4.14 "
"crab"," red king",2008,"Kodiak",921,3,"501771"," 4711237 "," 9.39 "
"flounder"," arrowtooth",2008,"Kodiak",121,8,"12305696"," 7623199 "," 0.62 "
"flounder"," starry",2008,"Kodiak",129,5,"39355"," 48732 "," 1.24 "
"halibut"," Pacific",2008,"Kodiak",200,10,"7651242"," 41033829 "," 5.36 "
"herring"," Pacific",2008,"Kodiak",230,6,"10049320"," 5361821 "," 0.53 "
"lingcod","",2008,"Kodiak",130,8,"254249"," 662544 "," 2.61 "
"octopus"," North Pacific",2008,"Kodiak",870,7,"253399"," 342274 "," 1.35 "
"perch"," Pacific ocean",2008,"Kodiak",141,7,"4257176"," 3295663 "," 0.77 "
"pollock"," walleye",2008,"Kodiak",270,8,"25363397"," 34267910 "," 1.35 "
"rockfish"," black",2008,"Kodiak",142,5,"1743809"," 3381826 "," 1.94 "
"rockfish"," dusky",2008,"Kodiak",172,5,"1081294"," 1097479 "," 1.01 "
"rockfish"," northern",2008,"Kodiak",136,6,"1240666"," 937489 "," 0.76 "
"rockfish"," rougheye",2008,"Kodiak",151,5,"51899"," 61542 "," 1.19 "
"rockfish"," shortraker",2008,"Kodiak",152,4,"54426"," 51029 "," 0.94 "
"rockfish"," thornyhead (idiots)",2008,"Kodiak",143,7,"80623"," 145482 "," 1.80 "
"rockfish"," yelloweye (red snapper)",2008,"Kodiak",145,6,"10889"," 18261 "," 1.68 "
"sablefish (blackcod)","",2008,"Kodiak",710,9,"2288143"," 12407329 "," 5.42 "
"salmon"," chinook",2008,"Kodiak",410,8,"73639"," 229937 "," 3.12 "
"salmon"," chum",2008,"Kodiak",450,11,"6696698"," 11343653 "," 1.69 "
"salmon"," coho",2008,"Kodiak",430,14,"1900542"," 3754904 "," 1.98 "
"salmon"," pink",2008,"Kodiak",440,11,"29965103"," 52379209 "," 1.75 "
"salmon"," sockeye",2008,"Kodiak",420,14,"9747635"," 30375683 "," 3.12 "
"scallop"," weathervane",2008,"Kodiak",850,4,"74670"," 523171 "," 7.01 "
"skate"," big",2008,"Kodiak",702,3,"319286"," 372908 "," 1.17 "
"skate"," longnose",2008,"Kodiak",701,7,"607402"," 1113862 "," 1.83 "
"sole"," Dover",2008,"Kodiak",124,8,"249810"," 167751 "," 0.67 "
"sole"," English",2008,"Kodiak",128,3,"21882"," 18875 "," 0.86 "
"sole"," butter",2008,"Kodiak",126,6,"1379391"," 989654 "," 0.72 "
"sole"," flathead",2008,"Kodiak",122,8,"3770432"," 4519194 "," 1.20 "
"sole"," rex",2008,"Kodiak",125,7,"1101526"," 1071110 "," 0.97 "
"sole"," rock",2008,"Kodiak",123,8,"6346156"," 5198849 "," 0.82 "
"cod"," Pacific (gray)",2008,"Petersburg/Wrangell",110,3,"10605"," 6156 "," 0.58 "
"crab"," Dungeness",2008,"Petersburg/Wrangell",910,4,"2269703"," 11533946 "," 5.08 "
"crab"," golden (brown) king",2008,"Petersburg/Wrangell",923,3,"192240"," 1441926 "," 7.50 "
"halibut"," Pacific",2008,"Petersburg/Wrangell",200,5,"2884932"," 14710818 "," 5.10 "
"lingcod","",2008,"Petersburg/Wrangell",130,4,"4026"," 4262 "," 1.06 "
"rockfish"," rougheye",2008,"Petersburg/Wrangell",151,4,"41423"," 14759 "," 0.36 "
